Title	Link	Abstract	Author Keywords	Index Keywords
identification of malicious edge devices in fog computing environments	 	device security is one of the major challenges for successful implementation of internet of things (iot) and fog computing. researchers and it organizations have explored many solutions to protect systems from unauthenticated device attacks (known as outside device attacks). fog computing uses many edge devices (e.g., router, switch, and hub) for latency-aware processing of collected data. so, identification of malicious edge devices is one of the critical activities in data security of fog computing. preventing attacks from malicious edge devices is more difficult because they have certain granted privileges to store and process the data. in this article, a proposed framework uses three technologies, a markov model, an intrusion detection system (ids), and a virtual honeypot device (vhd) to identify malicious edge devices in a fog computing environment. a two-stage markov model is used to categorize edge devices effectively into four different levels. the vhd is designed to store and maintain a log repository of all identified malicious devices, which assists the system to defend itself from any unknown attacks in the future. the proposed model is tested in a simulated environment, and results indicate the effectiveness of the system. the proposed model is successful in identifying the malicious device as well as reducing the false ids alarm rate.	edge device; fog computing; internet of things; intrusion detection system; two-stage markov model; virtual honeypot device	hidden markov-models; insider threat; intrusion detection; information-systems; security; cloud; networks; attacks; framework; issues
a survey of edge computing-based designs for iot security	 	pervasive iot applications enable us to perceive, analyze, control, and optimize the traditional physical systems. recently, security breaches in many iot applications have indicated that iot applications may put the physical systems at risk. severe resource constraints and insufficient security design are two major causes of many security problems in iot applications. as an extension of the cloud, the emerging edge computing with rich resources provides us a new venue to design and deploy novel security solutions for iot applications. although there are some research efforts in this area, edge-based security designs for iot applications are still in its infancy. this paper aims to present a comprehensive survey of existing iot security solutions at the edge layer as well as to inspire more edge-based iot security designs. we first present an edge-centric iot architecture. then, we extensively review the edge-based iot security research efforts in the context of security architecture designs, firewalls, intrusion detection systems, authentication and authorization protocols, and privacy-preserving mechanisms. finally, we propose our insight into future research directions and open research issues.	edge computing; internet of things (iot); security; architecture; secure protocols; firewall; intrusion detection; authentication; authorization; privacy	things iot; internet; lightweight; challenges; framework; scheme
secure communication architecture for internet of things using smartphones and multi-access edge computing in environment monitoring	 	protecting the environment from many threats has become a priority worldwide. the internet of things technologies enables the continuous monitoring of various parameters related to environment statuses, such as air quality and many others. in this paper, we propose a security architecture based on cellular networks and multiple-access edge computing to collect sensors' information in real time. in the proposed architecture, users will interface the internet of things devices using their smartphones. the smartphones can interact with the cellular network and the internet of things devices at the same time. this unique ability is leveraged to provide strong authentication and confidentiality in accessing the internet of things devices. also in our architecture, we use gateways, as intermediate nodes that can interact with both the smartphones and the sensor nodes. therefore, our architecture includes a revocation mechanism for captured gateways. we propose an architecture for the internet of things devices along with protocols that can be used to establish security.	security; internet of things; multiple-access edge computing; environment monitoring	wireless sensor networks; ad hoc networks; intrusion detection; misuse detection; challenges; management; framework; system; wsn
a detection and prevention technique for man in the middle attack in fog computing	 	due to the large number of iot devices available, data needed to be processed by cloud service providers has grown exponentially. this leads to increase in the latency of cloud services and by extension latency in many iot applications. to reduce this latency, computing devices are installed at the edge of the network close to the user. these devices are called fog nodes. they allow the user to process some data without going all the way to the data center. while the data centers are equipped with abundant resources (i.e. processors, energy and memory), the fog devices are not. this means traditional techniques for preventing intrusion are not applicable at the fog level, because they will incur more latency and/or energy consumption. therefore, there is a need for low resource demanding, yet strong security system that will protect the fog layer from being attacked. this paper proposes an intrusion detection system (ids) and intrusion prevention system (ips) for man in the middle (mitm) attack at the fog layer. the ids consists of ids nodes that periodically interrogate nodes one hop away. the ips uses lightweight encryption to prevent man in the middle attack and its variants (i.e. eavesdropping, packet modification and wormhole attack). (c) 2018 the authors. published by elsevier ltd.	fog computing; man in the middle attack; intrusion detection system; intrusion prevention system; network security	
glide: a game theory and data-driven mimicking linkage intrusion detection for edge computing networks	 	the real-time and high-continuity requirements of the edge computing network gain more and more attention because of its active defence problem, that is, a data-driven complex problem. due to the dual constraints of the hybrid feature of edge computing networks and the uncertainty of new attack features, implementing active defence measures such as detection, evasion, trap, and control is essential for the security protection of edge computing networks with high real-time and continuity requirements. the basic idea of safe active defence is to make the defence gain more significant than the attack loss. to encounter the new attacks with uncertain features introduced by the ubiquitous transmission network in the edge computing network, this paper investigates the attack behaviour and presents an attack-defence mechanism based on game theory. based on the idea of dynamic intrusion detection, we utilize the game theory in the field of edge computing network and suggest a data-driven mimicry intrusion detection game model-based technique called glide. the game income of participants and utility computing methods under different deployment strategies are analysed in detail. according to the proof analysis of the nash equilibrium condition in the model, the contradictory dynamic game relationship is described. therefore, the optimal deployment strategy of the multiredundancy edge computing terminal intrusion detection service in the edge computing network is obtained by solving the game balance point. the detection probability of the edge computing network for network attacks is improved, and the cost of intrusion detection of the edge computing network is reduced.		computation offloading method; internet; things; recommendation
sdnfv based threat monitoring and security framework for multi-access edge computing infrastructure	 	ddos botnet attacks such as advanced persistent & ransom dos assaults, botnets and application ddos flood attacks are examples of multi-vector, sophisticated application-layer attacks. conventional it security approaches are centralized and have limitations in terms of scale, network-wide monitoring and resources for distributed detection. this paper proposes a newer approach that integrates multi-layer cooperative security intelligence on to a converged software-defined-networking/network-function-virtualization architecture in typical multi-access edge computing (mec) scenario. the key features of framework include: a) distributed lightweight real-time ddos threat analytics and response framework (dtars), to identify ddos/botnets closer to the source of attacks b) behavioral monitoring and profiling functions in data plane and validation of control plane operations, c) advanced correlation, signature, and anomaly detection techniques, d) real-time threat analytics system e) scalable and agile mitigation mechanisms based on a stateful-data plane and security-aware sdn stack. we evaluate the performance of dtars framework within three practical mec case studies: sdn enabled mobile lte mec network, sdn enabled iot mec network and software-defined datacenter edge network. in comparison to legacy mec network, dtars incurs about 60% less overhead than the legacy lte and 40% lesser than a prior ovs sdn based mec-lte solution, detection speed that was about 10x faster, detection accuracy of about 96% at different attack intensities and improves the overall end-to-end connection management performance under rapid scaling of end users.	mec; lte; sdn; nfv; sdnfv; openflow; iot; cloud; edge networks; ddos; botnet; network security; threat analytics; security; network intrusion detection system; nids	
a new resource allocation mechanism for security of mobile edge computing system	 	mobile-edge computing (mec) is a new computing paradigm that provides a capillary distribution of cloud computing capabilities to the network edge. in this paper, we studied the security defense problem in mec network environment. one big challenge is how to efficiently allocate resources to deploy mobile-edge computing-intrusion detection systems (mec-ids) in this system, since all the mec hosts are composed of resource-constrained network devices. to tackle this challenge, a new resource allocation mechanism based on deterministic differential equation model is proposed and investigated. existence, uniqueness and stability of the positive solution of this model are obtained by using lyapuonv stability theory. furthermore, we extended our study to mec network environment with stochastic perturbation and established a new stochastic differential equation model. we proved the existence, uniqueness, persistence and oscillatory of the positive solution of this model and quantitatively analyzed the relationship between oscillation and intensity of stochastic perturbation. numerical simulations are carried out to illustrate the effectiveness of the main results.	mobile-edge computing; resource allocation; intrusion detection systems; stability theory; stochastic perturbation	wireless networks
impact: impersonation attack detection via edge computing using deep autoencoder and feature abstraction	 	an ever-increasing number of computing devices interconnected through wireless networks encapsulated in the cyber-physical-social systems and a significant amount of sensitive network data transmitted among them have raised security and privacy concerns. intrusion detection system (ids) is known as an effective defence mechanism and most recently machine learning (ml) methods are used for its development. however, internet of things (iot) devices often have limited computational resources such as limited energy source, computational power and memory, thus, traditional ml-based ids that require extensive computational resources are not suitable for running on such devices. this study thus is to design and develop a lightweight ml-based ids tailored for the resource-constrained devices. specifically, the study proposes a lightweight ml-based ids model namely impact (impersonation attack detection using deep auto-encoder and feature abstraction). this is based on deep feature learning with gradient-based linear support vector machine (svm) to deploy and run on resource-constrained devices by reducing the number of features through feature extraction and selection using a stacked autoencoder (sae), mutual information (mi) and c4.8 wrapper. the impact is trained on aegean wi-fi intrusion dataset (awid) to detect impersonation attack. numerical results show that the proposed impact achieved 98.22% accuracy with 97.64% detection rate and 1.20% false alarm rate and outperformed existing state-of-the-art benchmark models. another key contribution of this study is the investigation of the features in awid dataset for its usability for further development of ids.	iot security; intrusion detection; feature engineering; mutual information; machine learning; edge computing	intrusion-detection; internet
false data detection for fog and internet of things networks	 	the internet of things (iot) context brings new security issues due to billions of smart end-devices both interconnected in wireless networks and connected to the internet by using different technologies. in this paper, we propose an attack-detection method, named data intrusion detection system (dataids), based on real-time data analysis. as end devices are mainly resource constrained, fog computing (fc) is introduced to implement the dataids. fc increases storage, computation capabilities, and processing capabilities, allowing it to detect promptly an attack with respect to security solutions on the cloud. this paper also considers an attack tree to model threats and vulnerabilities of fog/iot scenarios with heterogeneous devices and suggests countermeasure costs. we verify the performance of the proposed dataids, implementing a testbed with several devices that measure different physical quantities and by using standard data-gathering protocols.	internet of things; security; dynamic protection; intelligence for embedded and cyber-physical systems; adaptive systems; fault detection and diagnosis; smart sensor networks	intrusion detection; security
review of the d2d trusted cooperative mechanism in mobile edge computing	 	mobile edge computing (mec) effectively integrates wireless network and internet technologies and adds computing, storage, and processing functions to the edge of cellular networks. this new network architecture model can deliver services directly from the cloud to the very edge of the network while providing the best efficiency in mobile networks. however, due to the dynamic, open, and collaborative nature of mec network environments, network security issues have become increasingly complex. devices cannot easily ensure obtaining satisfactory and safe services because of the numerous, dynamic, and collaborative character of mec devices and the lack of trust between devices. the trusted cooperative mechanism can help solve this problem. in this paper, we analyze the mec network structure and device-to-device (d2d) trusted cooperative mechanism and their challenging issues and then discuss and compare different ways to establish the d2d trusted cooperative relationship in mec, such as social trust, reputation, authentication techniques, and intrusion detection. all these ways focus on enhancing the efficiency, stability, and security of mec services in presenting trustworthy services.	mobile edge computing; trusted cooperative mechanism; d2d; social trust; reputation; authentication techniques	security; cloud; internet; things; architecture; migration; networks; privacy; scheme
anomaly behavior analysis for building automation systems	 	advanced networking technology and increasing information services have led to extensive interconnection between building automation systems (bas) communication protocols and internet, which makes fog computing service a potential solution for automation of building end devices. however, the connection to internet and public networks increases significantly the risk of the bas networks being attacked due mainly to the significant increase in the attack surface. in this paper, we present an anomaly based intrusion detection system (ids) that combines context awareness and cyber dna techniques to detect network misbehavior from security and functionality perspectives. we developed runtime models for service interactions and functionality patterns by modeling the information that is continuously acquired from building assets into two novel data structures: protocol context aware and sensor-dna. our ids uses anomaly behavior analysis techniques to accurately detect anomalous events triggered by cyber-attacks or any failure. a classification of detected attacks allow our ids to automatically launch protective countermeasures. we evaluate our approach in the smart building testbed developed at the university of arizona center for cloud and autonomic computing, by launching several cyber-attacks that exploit the generic vulnerabilities of bas.	fog computing; intrusion detection system; anomaly behavior analysis; building automation system; internet of things	
semisupervised-learning-based security to detect and mitigate intrusions in iot network	 	our world is moving toward an internet of things (iot) era by connecting billions of iot. there are several security loopholes in the iot network. intrusion can lead to performance degradation and pose a threat to data security. hence, there is a need for a method to detect intrusion in the iot networks. existing solutions use supervised-learning-based intrusion detection methods that need a huge labeled data set for better accuracy. it is not easy to source out a huge labeled data set because the size of the iot network is huge. to overcome some of the impediments in the existing solutions, we propose a novel sdrk machine learning (ml) algorithm to detect intrusion. sdrk leverages supervised deep neural networks (dnns) and unsupervised clustering techniques. the intrusion detection and mitigation algorithms are placed in the fog nodes that are between iot and cloud layers. we test our proposed methodology against the data deluge (dd) attack in the testbed. the sdrk model is tested on the benchmark nsl-kdd data set. we compare the results with state-of-the-art solutions. when testing with the nsl-kdd data set, we find that sdrk detects the attacks with improved accuracy of 99.78%.	security; internet of things; computer architecture; cloud computing; training; machine learning; switches; data deluge (dd) attack; fog computing; internet of things (iot); intrusion; security; semisupervised learning	attack detection; internet; communication; architectures; things
hybrid approach to intrusion detection in fog-based iot environments	 	in the internet of things (iot) systems, information of various kinds is continuously captured, processed, and transmitted by systems generally interconnected by the internet and distributed solutions. attacks to capture information and overload services are common. this fact makes security techniques indispensable in iot en-vironments. intrusion detection is one of the vital security points, aimed at identifying attempted attacks. the characteristics of iot devices make it impossible to apply these solutions in this environment. also, the existing anomaly-based methods for multiclass detection do not present acceptable accuracy. we present an intrusion detection architecture that operates in the fog computing layer. it has two steps and aims to classify events into specific types of attacks or non-attacks, for the execution of countermeasures. our work presents a relevant con-tribution to the state of the art in this aspect. we propose a hybrid binary classification method called dnn-knn. it has high accuracy and recall rates and is ideal for composing the first level of the two-stage detection method of the presented architecture. the approach is based on deep neural networks (dnn) and the k-nearest neighbor (knn) algorithm. it was evaluated with the public databases nsl-kdd and cicids2017. we used the method of selecting attributes based on the rate of information gain. the approach proposed in this work obtained 99.77% accuracy for the nsl-kdd dataset and 99.85% accuracy for the cicids2017 dataset. the experimental results showed that the proposed hybrid approach was able to achieve greater precision about classic machine learning approaches and the recent advances in intrusion detection for iot systems. in addition, the approach works with low overhead in terms of memory and processing costs.	internet of things; intrusion detection; fog computing; machine learning	deep learning approach; neural-network; internet; optimization; hypergraph; framework; ids
a distributed framework for detecting ddos attacks in smart contract-based blockchain-iot systems by leveraging fog computing	 	with the advancement of blockchain technology, and the proliferation of internet of things (iot)-driven devices, the blockchain-iot applications is changing the perception and working infrastructure of smart networks. blockchain supports decentralized architecture and provides secure management, authentication, and access to iot systems by deploying smart contracts provided by ethereum. the growing demand and expansion of blockchain-iot systems is generating large volume of sensitive data. moreover, distributed denial-of-service (ddos) attacks are the most challenging threats to smart contracts in blockchain-iot systems. the 2016 decentralized autonomous organization and 2017 parity wallet attacks exposed the critical fault-lines among ethereum smart contracts. currently, there is no security mechanism available for smart contracts after its deployment in blockchain-iot systems. in order to address these challenges, first we use two artificial intelligence techniques, random forest (rf) and xgboost that gives full autonomy in decision making capabilities in the proposed security framework. second, for data load balancing and distributed file storage of iot data, interplanetary file system is suggested. finally, we are the first to propose a distributed framework based on fog computing to detect ddos attacks in smart contracts. the performance of the detection system is evaluated using actual iot dataset, namely, bot-iot. the proposed system is evaluated in terms of accuracy (ac), detection rate (dr), and false alarm rate (far). the results confirms the superiority of the proposed framework over some of the recent state-of-art techniques in detecting rare attacks. the proposed framework has achieved dr up to 99.99% using rf by using 10 features of bot-iot dataset.		intrusion detection; mutual information; data analytics; internet; things; selection; sdn; environment; algorithm; security
intelligent secure ecosystem based on metaheuristic and functional link neural network for edge of things	 	internet of things (iot) has evolved for building smart environments in a distributed system, where the data produced by iot devices are transmitted through edge computing devices to streamline the flow of traffic from iot devices to a distributed network. in such a scenario, the attacker introduces many attacks to the edge before forwarding them to distributed servers. this necessitates intrusion detection systems for such environments to mitigate security attacks. this paper has projected a basis for characterization of intrusive behaviors in a distributed system based on the functional link neural nets response weighted-average and teaching-learning metaheuristic with elitism on weight-space. the proposed technique makes use of teaching-learning metaheuristic optimization to obtain suitable parameters for the functional link neural net. furthermore, the processing of duplicate parameters is successfully avoided by using mutation operation. in addition to this, in this paper the proposed method is found to be more efficient in terms of computational burden.	neural networks; optimization; intrusion detection; ecosystems; servers; image edge detection; edge computing; elitism; functional link artificial neural network (flann); internet of things (iot); intrusion detection system (ids); metaheuristic	intrusion-detection; optimization
a collaborative security framework for software-defined wireless sensor networks	 	with the advent of 5g, technologies such as software-defined networks (sdns) and network function virtualization (nfv) have been developed to facilitate simple programmable control of wireless sensor networks (wsns). however, wsns are typically deployed in potentially untrusted environments. therefore, it is imperative to address the security challenges before they can be implemented. in this paper, we propose a software-defined security framework that combines intrusion prevention in conjunction with a collaborative anomaly detection systems. initially, an ips-based authentication process is designed to provide a lightweight intrusion prevention scheme in the data plane. subsequently, a collaborative anomaly detection system is leveraged with the aim of supplying a cost-effective intrusion detection solution near the data plane. moreover, to correlate the true positive alerts raised by the sensor nodes in the network edge, a smart monitoring system (sms) is exploited in the control plane. the performance of the proposed model is evaluated under different security scenarios as well as compared with other methods, where the model's high security and reduction of false alarms are demonstrated.	wireless sensor networks; authentication; anomaly detection; collaboration; wireless communication; communication system security; intrusion prevention; intrusion detection; anomaly detection; collaborative security; fog computing; software-defined network	learning approach; significant-bit; authentication; prediction; integrity; scheme
cpss lr-ddos detection and defense in edge computing utilizing dcnn q-learning	 	existing intrusion detection and defense models for cpss (cyber-physical-social systems) are based on analyzing the static intrusion characteristics, which cannot effectively detect large-scale low-rate denial-of-service (lr-ddos) attacks, especially in the edge environment. in this paper, we firstly explore and enhance mirai botnet to a sophisticated multi-targets low-rate tcp attack network, which makes edge lr-ddos more powerful and obfuscates their activity. and then, we develop a novel intrusion detection and defense hybrid method for above cpss lr-ddos scenario in edge environment, which takes advantage of locality sensitive features extraction and deep convolution neural network (dcnn) to auto learn the optimal features of the original data distribution and employs deep reinforcement learning q-network as the powerful decision maker to defend attacks. the experimental results in detection phase prove the proposed method can distinguish abnormal network attack flows with higher detection accuracy and faster response time than kinds of support vector machines (svm), k-means and surface learning neural network etc. even more, it has a certain detection rate for unknown new attacks, which means the method is effective and suitable for the actual network environment. the experimental results in defense phase prove it can defense lr-ddos attacks smoothly.	image edge detection; computer crime; edge computing; machine learning; feature extraction; botnet; neural networks; deep convolution neural network; q learning; deep reinforcement learning; edge computing; lr-ddos; cpss	hashing-based approach; incentive mechanism; service recommendation
securing connection between it and ot: the fog intrusion detection system prospective	 	industrial control systems traditionally achieved security by using proprietary protocols to communicate in an isolated environment from the outside. this paradigm is changed with the advent of the industrial internet of things that foresees flexible and interconnected systems. in this contribution, a device acting as a connection between the operational technology network and information technology network is proposed. the device is an intrusion detection system related to legacy systems that is able to collect and reporting data to and from industrial iot devices. it is based on the common signature based intrusion detection system developed in the information technology domain, however, to cope with the constraints of the operation technology domain, it exploits anomaly based features. specifically, it is able to analyze the traffic on the network at application layer by mean of deep packet inspection, parsing the information carried by the proprietary protocols. at a later stage, it collect and aggregate data from and to iot domain. a simple set up is considered to prove the effectiveness of the approach.	cybersecurity; intrusion detection system; industrial internet of things; fog computing; new implementation approaches; industrial informatics	model
secure, resilient, and self-configuring fog architecture for untrustworthy iot environments	 	the extensive increase in the number of iot devices and the massive data generated and sent to the cloud hinder the cloud abilities to handle it. further, some iot devices are latency-sensitive. such sensitivity makes it harder for far clouds to handle the iot needs in a timely manner. a new technology named fog computing has emerged as a solution to such problems. fog computing relies on close by computational devices to handle the conventional cloud load. however, fog computing introduced additional problems related to the trustworthiness and safety of such devices. unfortunately, the suggested architectures did not consider such problem. in this paper we present a novel self-configuring fog architecture to support iot networks with security and trust in mind. we realize the concept of moving-target defense by mobilizing the applications inside the fog using live migrations. performance evaluations using a benchmark for mobilized applications showed that the added overhead of live migrations is very small making it deployable in real scenarios. finally, we presented a mathematical model to estimate the survival probabilities of both static and mobile applications within the fog. moreover, this work can be extended to other systems such as mobile ad-hoc networks (manets) or in vehicular cloud computing (vcc).	iot; ad-hoc cloud; intrusion detection; fog computing	things iot; internet; system
enhancing intelligent alarm reduction for distributed intrusion detection systems via edge computing	 	to construct an intelligent alarm filter is a promising solution to help reduce false alarms for an intrusion detection system (ids), in which an appropriate algorithm can be selected in an adaptive way. taking the advantage of cloud computing, the process of algorithm selection can be offloaded to the cloud, but it may cause communication delay and additional burden on the cloud side. this issue may become worse when it comes to distributed intrusion detection systems (didss), i.e., some iot applications might require very short response time and most of the end nodes in iot are energy constrained things. in this paper, with the advent of edge computing, we propose a framework for improving the intelligent false alarm reduction for didss based on edge computing devices (i.e., the data can be processed at the edge for shorter response time and could be more energy efficient). the evaluation shows that the proposed framework can help reduce the workload for the central server and shorten the delay as compared to the similar studies.	intrusion detection; intelligent false alarm filtration; edge computing; distributed environment; cloud computing	networks
correctional service canada's next generation command and control systems architecture	 	correctional service canada (csc) operates 57 institutions equipped with a range of mission critical security, communications and access management systems. these include cctv assessment, intrusion detection, radio communications and door control systems. user interfaces range from colour graphic touch screens to knobs, push buttons etc. operational and technical challenges include the following issues: -sub-system technology is vendor specific, -reliability is critical in a challenging environment, -system maintenance is expensive, -inconsistent  look and feel resulting in usability issues, -costly to add new systems, multiple, legacy and proprietary protocols & connectivity approaches, legacy installations are cable intensive, -minimal operator or maintenance training crossover, -procurement requirements drive  silo system implementation. the objective is to develop a  next generation systems architecture that will:  abstract the subsystem user management interfaces, ensuring all sub-systems can be managed using a simple, consistent graphical user interface, accessible using a web browser; model the data and behaviour of the edge devices, doors; cameras, sensors, etc. and normalizes it; allowing them to be managed by and provide notifications to standard software based applications; support inter-domain interoperability; use an industry standard communications protocol, likely with extensions, such as bacnet or snmp, for edge device to application server connectivity; use tcp/ ip over fibre as the preferred transport, network and physical technologies; integrate legacy sub-systems into the application server using mediation software; define the look and feel of the graphical icons that represent the edge devices and the physical environment in which they are placed, so that each domain is presented in a consistent manner. developing and adopting this architecture will allow correctional service canada to address the challenges of its unique environment and support the definition, procurement and deployment of subsystems more effectively.	edge device; security sub-system; inter-domain operability; proprietary protocol; normalization; modeling; communications protocol; object class; metadata; abstract; plug and play; best fit; communications protocols; cloud computing.	
caavi-rics model for observing the security of distributed iot and edge computing systems	 	the pervasive integration of 'things' in the internet of things together with state-of-the-art computer systems provide a stimulating environment for creativity and business opportunities, but also a large range of security challenges. engineering the security of such systems must acknowledge the peculiar conditions under which such systems operate: low computational capacity, distributed decision-making, significant node churn, etc. these conditions must, therefore, be supported by the techniques and methodologies for building secure and robust iot systems. with caavi-rics methodology we explore credibility, authentication, authorization, verification, and integrity of iot and edge computing systems, through explaining the rationale, influence, concerns, and security solutions that accompany them. our contribution is a complete and detailed systematic categorization and streamlining of security problems, covering the security environment of iot and edge computing systems. besides, we contribute to the debate on key aspects of edge computing security and state-of-the-art solutions.	edge computing; iot; cyber-security; distributed security	wireless sensor networks; key agreement scheme; efficient authentication; intrusion detection; access-control; internet; things; management
progressive researches on iot security: an exhaustive analysis from the perspective of protocols, vulnerabilities, and preemptive architectonics	 	the iot is the upcoming one of the major networking technologies. using the iot, different items or devices can be allowed to continuously generate, obtain, and exchange information. different iot applications nowadays are centered on computerizing various errands and are attempting to engage the inanimate physical items to act without direct supervision of a human. the current and forthcoming iot services are exceptionally encouraging to build the degree of solace, proficiency, and automation for the clients. to obtain the option to actualize such a world in a continuously developing manner requires high security, protection, verification, and recuperation from assaults. right now, incorporating the requisite changes in iot systems engineering to achieve end-to-end, stable iot infrastructure is paramount. in this research, a comprehensive analysis is incorporated into the security-relevant problems and threat wellsprings in iot resources or applications. specific that and current advancements based on maintaining a high degree of confidence in iot apps are addressed while looking at the security issues. four distinct developments are investigated, including cryptography, fog computing, edge computing, and ml (machine learning), to extend the degree of iot security.	iot; vulnerability; security; cryptography; fog computing; edge computing; machine learning	information security; prevention technique; intrusion detection; internet; things; framework; scheme; attack; communication; privacy
5g in the internet of things era: an overview on security and privacy challenges	 	now reaching 2020, the world is witnessing the initial diffusion of 5g networks, which promise to revolutionize the mobile wireless communications, providing faster services, very low delays, and a very pervasive connectivity via mobile devices. it is worth to remark that the main paradigm which will take advantage from 5g is really the internet of things (iot). however, the spreading of 5g technology also generates important concerns in terms of security and privacy, due to the continuous and wireless connection to the network, which hinders the reliability of the involved devices. this paper deeply analyzed the current state of the art about the existing security and privacy solutions tailored to 5g. more in detail, the following requirements are discussed: data integrity, confidentiality, authentication, access control, non-repudiation, trust, privacy, identity management, key management, policy enforcement, and intrusion detection. furthermore, the paper aims to shed the light on future research directions towards the realization of secure and privacy aware 5g systems. to this end, the role of emerging paradigms, such as iot, fog computing, and blockchain is investigated.	5g; internet of things; fog computing; blockchain; security; privacy	nonorthogonal multiple-access; intrusion detection system; wireless networks; next-generation; communication; blockchain; mobile; architecture; efficient; authentication
fuzzy logic and fog based secure architecture for internet of things (flfsiot)	 	motivated by the recent explosion of interest around the internet of things (iot), this paper is focused on the dynamics of its security. it is a fact that at present, there is a dearth of consolidated and methodical visions for assuring the security of iot. this owes to its unique characteristics like interdependence of iot devices and services, device heterogeneity, mobility, affinity to owners, pervasiveness, and unattended nature. the constraints of energy, memory, bandwidth and computability further complicate this picture. the strategies available in the literature today do not entirely consider this intricate nature of iot environments. moreover, uncertainty is not adequately acknowledged by the researchers while designing the security procedures for iot, even though most of the iot related security problems stem from an uncertain environment. this paper focuses on addressing this uncertainty, along with the other major security issues of iot. it gives detailed categorization of the attacks in iot. to this end, a fuzzy logic and fog based secure architecture for iot (flfsiot) has been proposed in this paper that works in real-time. in flfsiot, fuzzy logic has been used to alleviate the uncertainty of belonging to one crisp cluster of an edge node and for detecting various classical attacks. the fog supported iot architecture has been used to make flfsiot intrinsically more secure in comparison to the cloud-supported iot by omitting the latency and other issues. as such, this work feeds the benefits of fuzzy log and fog computing into the carving of a generic solution to the iot's security problem. the efficiency of flfsiot has been evaluated against the distributed denial of service (ddos) and collusion attacks, and it has been observed that it gives more accurate results than the existing benchmarks.	internet of things (iot); security; fog supported iot; fuzzy logic; distributed denial of service (ddos) attack; collusion attack; real-time attack detection; flfsiot	intrusion detection; attack; system
reinforcement learning empowered idps for vehicular networks in edge computing	 	as vanets have been widely applied in various fields including entertainment and safety- related applications like autonomous driving, malicious intrusions into vanets may lead to disastrous results. hence, intrusion detection accuracy as well as efficiency is sensitive to the normal operation of vanets. regarding this, in this article we propose an architecture of idps for vanets. one of the highlights of the architecture is that it applies rl throughout the architecture in order to deal with the dynamics of vanets and to make proper decisions according to current vanets states, aiming at high detection accuracy. on the other hand, the architecture is deployed in ec in an attempt to obtain low detection latency with high processing efficiency, since vanets idps is sensitive to latency, especially for safety applications. a case study is conducted to assess the validity of the proposed vanets idps in ec, with the results revealing that it holds the capacity to detect and prevent intrusion in vanets in complex environments.	vehicular ad hoc networks; task analysis; intrusion detection; monitoring; servers; computer architecture; safety	
sdn/nfv security framework for fog-to-things computing infrastructure	 	currently, core networking architectures are facing disruptive developments, due to emergence of paradigms such as software-defined-networking (sdn) for control, network function virtualization (nfv) for services, and so on. these are the key enabling technologies for future applications in 5g and locality-based internet of things (iot)/wireless sensor network services. the proliferation of iot devices at the edge networks is driving the growth of all-connected world of internet traffic. in the cloud-to-things continuum, processing of information and data at the edge mandates development of security best practices to arise within a fog computing environment. service providers are transforming their business using nfv-based services and sdn-enabled networks. the sdn paradigm offers an easily programmable model, global view, and control for modern networks, which demand faster response to security incidents and dynamically enforce countermeasures to intrusions and cyberattacks. this article proposes an autonomic multilayer security framework called distributed threat analytics and response system (dtars) for a converged architecture of fog/edge computing and sdn infrastructures, for emerging applications in iot and 5g networks. the major detection scheme is deployed within the data plane, consisting of a coarse-grained behavioral, anti-spoofing, flow monitoring and fine-grained traffic multi-feature entropy-based algorithms. we developed exemplary defense applications under dtars framework, on a malware testbed imitating the real-life ddos/botnets such as mirai. the experiments and analysis show that dtars is capable of detecting attacks in real-time with accuracy more than 95% under attack intensities up to 50 000 packets/s. the benign traffic forwarding rate remains unaffected with dtars, while it drops down to 65% with traditional nids for advanced ddos attacks. further, dtars achieves this performance without incurring additional latency due to data plane overhead.	cloud security; edge network; fog computing; internet of things (iot); network intrusion detection system (nids); nfv; openflow; sdn; 5g	ddos defense; plane
dynamic decision support for resource offloading in heterogeneous internet of things environments	 	computation offloading is one of the primary technological enablers of the internet of things (iot), as it helps address individual devices' resource restrictions. in the past, offloading would always utilise remote cloud infrastructures, but the increasing size of iot data traffic and the real-time response requirements of modern and future iot applications have led to the adoption of the edge computing paradigm, where the data is processed at the edge of the network. the decision as to whether cloud or edge resources will be utilised is typically taken at the design stage based on the type of the iot device. yet, the conditions that determine the optimality of this decision, such as the arrival rate, nature and sizes of the tasks, and crucially the real-time condition of the networks involved, keep changing. at the same time, the energy consumption of iot devices is usually a key requirement, which is affected primarily by the time it takes to complete tasks, whether for the actual computation or for offloading them through the network. here, we model the expected time and energy costs for the different options of offloading a task to the edge or the cloud, as well as of carrying out on the device itself. we use this model to allow the device to take the offloading decision dynamically as a new task arrives and based on the available information on the network connections and the states of the edge and the cloud. having extended edgecloudsim to provide support for such dynamic decision making, we are able to compare this approach against iot-first, edge-first, cloud-only, random and application-oriented probabilistic strategies. our simulations on four different types of iot applications show that allowing customisation and dynamic offloading decision support can improve drastically the response time of time-critical and small-size applications, and the energy consumption not only of the individual iot devices but also of the system as a whole. this paves the way for future iot devices that optimise their application response times, as well as their own energy autonomy and overall energy efficiency, in a decentralised and autonomous manner.	internet of things; iot offloading; computation offloading; edge computing; cloud computing; decision support; edgecloudsim simulator	intrusion detection; mobile edge; computation; optimization; workload
