Title	Link	Abstract	Author Keywords	Index Keywords
Sensor cloud intrusion detection based on discrete optimization algorithm and machine learning [基于离散优化算法和机器学习的传感云入侵检测]	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083818832&doi=10.13229%2fj.cnki.jdxbgxb20181170&partnerID=40&md5=98881f70076f1dcd8c4fe7a5af7e2709	A sensor cloud intrusion detection algorithm based on parallel discrete optimization feature extraction and machine learning is proposed in the fog computing model to overcome the large-scale, high dimensional data and variable intrusion behavior of sensor cloud. First, on the basis of defining the optimal feature evaluation index, the parallel discrete optimization feature extraction framework is constructed to effectively reduce the data dimensionality and improve the robustness of the feature extraction process. Second, a new discrete optimization algorithm (DOA) is designed, and the DOA implementation process is given according to the characteristics of engineering optimization problem. As DOA is proved to converge to the global optimal solution, the best feature combination is extracted. Finally, sensor cloud intrusion detection is carried out by using the best feature subset and the distributed fuzzy clustering technology. The intelligent iterative evolution method and adaptive clustering strategy are introduced to improve the performance of fuzzy clustering algorithm. Experimental results show that the proposed algorithm can effectively give intrusion detection results. Compared with other detection algorithms, the anomaly detection accuracy and missed detection rate of the proposed algorithm are significantly improved, and it has strong anti-noise ability. © 2020, Jilin University Press. All right reserved.	Computer application; Discrete optimization algorithm; Fog computing; Intrusion detection; Machine learning; Sensor cloud	Anomaly detection; Data mining; Evolutionary algorithms; Extraction; Feature extraction; Fog computing; Fuzzy clustering; Intrusion detection; Iterative methods; Learning algorithms; Machine learning; Optimization; Signal detection; Discrete optimization; Distributed fuzzy clustering; Engineering optimization problems; Feature combination; Global optimal solutions; High dimensional data; Implementation process; Intrusion detection algorithms; Clustering algorithms
Intelligent Secure Ecosystem Based on Metaheuristic and Functional Link Neural Network for Edge of Things	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078416410&doi=10.1109%2fTII.2019.2920831&partnerID=40&md5=34c1e65d248f564a02be31969e4585b2	Internet of Things (IoT) has evolved for building smart environments in a distributed system, where the data produced by IoT devices are transmitted through Edge computing devices to streamline the flow of traffic from IoT devices to a distributed network. In such a scenario, the attacker introduces many attacks to the edge before forwarding them to distributed servers. This necessitates intrusion detection systems for such environments to mitigate security attacks. This paper has projected a basis for characterization of intrusive behaviors in a distributed system based on the functional link neural nets response weighted-average and teaching-learning metaheuristic with elitism on weight-space. The proposed technique makes use of teaching-learning metaheuristic optimization to obtain suitable parameters for the functional link neural net. Furthermore, the processing of duplicate parameters is successfully avoided by using mutation operation. In addition to this, in this paper the proposed method is found to be more efficient in terms of computational burden. © 2005-2012 IEEE.	Edge computing; elitism; functional link artificial neural network (FLANN); Internet of Things (IoT); intrusion detection system (IDS); metaheuristic	Computer crime; Edge computing; Internet of things; Intrusion detection; Network security; elitism; Functional link artificial neural networks; Internet of Things (IOT); Intrusion Detection Systems; Metaheuristic; Neural networks
A Distributed Deep Learning System for Web Attack Detection on Edge Devices	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078480541&doi=10.1109%2fTII.2019.2938778&partnerID=40&md5=f2b32d67c5915af6325b13e94bd9370c	With the development of Internet of Things (IoT) and cloud technologies, numerous IoT devices and sensors transmit huge amounts of data to cloud data centers for further processing. While providing us considerable convenience, cloud-based computing and storage also bring us many security problems, such as the abuse of information collection and concentrated web servers in the cloud. Traditional intrusion detection systems and web application firewalls are becoming incompatible with the new network environment, and related systems with machine learning or deep learning are emerging. However, cloud-IoT systems increase attacks against web servers, since data centralization carries a more attractive reward. In this article, based on distributed deep learning, we propose a web attack detection system that takes advantage of analyzing URLs. The system is designed to detect web attacks and is deployed on edge devices. The cloud handles the above challenges in the paradigm of the Edge of Things. Multiple concurrent deep models are used to enhance the stability of the system and the convenience in updating. We implemented experiments on the system with two concurrent deep models and compared the system with existing systems by using several datasets. The experimental results with 99.410% in accuracy, 98.91% in true positive rate (TPR), and 99.55% in detection rate of normal requests (DRN) demonstrate the system is competitive in detecting web attacks. © 2005-2012 IEEE.	Distributed deep dearning; distributed system; edge of things; web attack detection	Computer system firewalls; Deep learning; Digital storage; Intrusion detection; System stability; Web services; Distributed deep dearning; Distributed systems; edge of things; Information collections; Internet of Things (IOT); Intrusion Detection Systems; Web application firewalls; Web attacks; Internet of things
Internet of things for military applications	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085246072&doi=10.23919%2fINDIACom49435.2020.9083730&partnerID=40&md5=6a588054082b88a9792d51cd13f5fd9d	The main purpose of IoT technology is to connect the real world to the virtual world with anytime-anywhere connectivity. IoT is trying to generate a world of living beings along with physical objects together with virtual data and the environment. So that everything can interact with each other. An immense number of devices are used and thus an ample amount of data is generated on an everyday basis. Further, IoT is sending this generated data to the designated place without hampering the security constraints. In this paper, the applications of IoT technology in defense are the key concern. Further, we will discuss the use of IoT in Object tracking, health care monitoring, underwater underground monitoring, drone-based monitoring, digital forensic environment, etc, as a defense perspective. Further, we will discuss how can we use edge devices and edge technology for the collection of data in the military domain and how can we use those collected data to make our defense system more secure and robust. © 2020 Bharati Vidyapeeth, New Delhi.	Defense system; Drone-based monitoring; Health-care monitoring; Internet of Things; Intrusion detection; Pervasive computing; Wireless sensor networks	Aircraft detection; Digital forensics; Military applications; Network security; Object tracking; Sustainable development; Defense system; EDGE technology; Military domains; Physical objects; Real-world; Security constraint; Virtual data; Virtual worlds; Internet of things
An intrusion detection framework for energy constrained IoT devices	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075442752&doi=10.1016%2fj.ymssp.2019.106436&partnerID=40&md5=463d8f7c9c6e79e268241142e77f357f	Industrial Internet of Things (IIoT) exemplifies IoT with applications in manufacturing, surveillance, automotive, smart buildings, homes and transport. It leverages sensor technology, cutting edge communication and data analytics technologies and the open Internet to consolidate IT and operational technology (OT) aiming to achieve cost and performance benefits. However, the underlying resource constraints and ad hoc nature of such systems have significant implications especially in achieving effective intrusion detection. Consequently, contemporary solutions requiring a stable infrastructure and extensive computational resources are inadequate to fulfill these characteristics of an IIoT system. In this paper, we propose an intrusion detection framework for the energy-constrained IoT devices which form the foundation of an IIoT ecosystem. In view of the ad hoc nature of such systems as well as emerging complex threats such as botnets, we assess the feasibility of collaboration between the host (IoT devices) and the edge devices for effective intrusion detection whilst minimizing energy consumption and communication overhead. We implemented the proposed framework with Contiki operating system and conducted rigorous evaluation to identify potential performance trade-offs. The evaluation results demonstrate that the proposed framework can minimize energy and communication overheads whilst achieving an effective collaborative intrusion detection for IIoT systems. © 2019	Constrained IoT devices; Industrial IoT; Internet of Things (IoT); Intrusion detection; Performance evaluation	Data Analytics; Economic and social effects; Energy utilization; Intrusion detection; Network security; Communication overheads; Computational resources; Constrained IoT devices; Contiki operating systems; Industrial IoT; Internet of Things (IOT); Operational technologies; Performance evaluation; Internet of things
Artificial Neural Networks-Based Intrusion Detection System for Internet of Things Fog Nodes	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084290517&doi=10.1109%2fACCESS.2020.2988055&partnerID=40&md5=2ab10022977f480d85f1c5ed20bcde31	The Internet of Things (IoT) represents a mean to share resources (memory, storage computational power, data, etc.) between computers and mobile devices, as well as buildings, wearable devices, electrical grids, and automobiles, just to name few. The IoT is leading to the development of advanced information services that will require large storage and computational power, as well as real-time processing capabilities. The integration of IoT with emerging technologies such as Fog Computing can complement these requirements with pervasive and cost-effective services capable of processing large-scale geo-distributed information. In any IoT application, communication availability is essential to deliver accurate and useful information, for instance, to take actions during dangerous situations, or to manage critical infrastructures. IoT components like gateways, also called Fog Nodes, face outstanding security challenges as the attack surface grows with the number of connected devices requesting communication services. These Fog nodes can be targeted by an attacker, preventing the nodes from delivering important information to the final users or to perform accurate automated actions. This paper introduces an Anomaly Behavior Analysis Methodology based on Artificial Neural Networks, to implement an adaptive Intrusion Detection System (IDS) capable of detecting when a Fog node has been compromised, and then take the required actions to ensure communication availability. The experimental results reveal that the proposed approach has the capability for characterizing the normal behavior of Fog Nodes despite its complexity due to the adaptive scheme, and also has the capability of detecting anomalies due to any kind of sources such as misuses, cyber-attacks or system glitches, with high detection rate and low false alarms. © 2013 IEEE.	Anomaly behavior; cyber security; fog computing; IoT; neural networks	Computer crime; Cost effectiveness; Digital storage; Fog; Fog computing; Information services; Intrusion detection; Network security; Neural networks; Advanced information services; Communication service; Computational power; Dangerous situations; Distributed information; Emerging technologies; Internet of thing (IOT); Intrusion Detection Systems; Internet of things
An Edge IDS Based on Biological Immune Principles for Dynamic Threat Detection	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091039140&doi=10.1155%2f2020%2f8811035&partnerID=40&md5=bce569b1222357fa022cd9ba1da48605	Edge computing solves such questions as the massive multisource data and resource consuming computing tasks in edge devices. Some new security problems especially the data security and privacy issues have been introduced into the edge computing scenario. Through analyzing the biological immune principles, a novel idea for the problem of intrusion detection in edge computing is provided. Specifically, an edge intrusion detection system (Edge IDS) with a distributed structure, which has the characteristics of an imprecise model, self-learning, and strong interactivity, is constructed in a systematic way inspired by the biological immune principles. Moreover, a newly proposed gene immune detection algorithm (GIDA) is designed. In order that Edge IDS can deal with the dynamic data problem efficiently, the key functional components such as the remaining gene, niching strategy, and extracting vaccine are embedded into the GIDA algorithm. Furthermore, extensive simulation experiments are conducted, and the results show that the proposed Edge IDS can be adapted to the domain of edge computing with comparative performance advantages. © 2020 Yajing Zhang et al.		Edge computing; Genes; Network security; Comparative performance; Data security and privacy; Distributed structures; Extensive simulations; Functional components; Intrusion Detection Systems; Niching strategies; Security problems; Intrusion detection
A distributed ensemble design based intrusion detection system using fog computing to protect the internet of things networks	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096778110&doi=10.1007%2fs12652-020-02696-3&partnerID=40&md5=26328028f501b23b8c43ad3fd93e8eb4	With the development of internet of things (IoT), capabilities of computing, networking infrastructure, storage of data and management have come very close to the edge of networks. This has accelerated the necessity of Fog computing paradigm. Due to availability of Internet, most of our business operations are integrated with IoT platform. Fog computing has enhanced the strategy of collecting and processing, huge amount of data. On the other hand, attacks and malicious activities has adverse consequences on the development of IoT, Fog, and cloud computing. This has led to development of many security models using fog computing to protect IoT network. Therefore, for dynamic and highly scalable IoT environment, a distributed architecture based intrusion detection system (IDS) is required that can distribute the existing centralized computing to local fog nodes and can efficiently detect modern IoT attacks. This paper proposes a novel distributed ensemble design based IDS using Fog computing, which combines k-nearest neighbors, XGBoost, and Gaussian naive Bayes as first-level individual learners. At second-level, the prediction results obtained from first level is used by Random Forest for final classification. Most of the existing proposals are tested using KDD99 or NSL-KDD dataset. However, these datasets are obsolete and lack modern IoT-based attacks. In this paper, UNSW-NB15 and actual IoT-based dataset namely, DS2OS are used for verifying the effectiveness of the proposed system. The experimental result revealed that the proposed distributed IDS with UNSW-NB15 can achieve higher detection rate upto 71.18% for Backdoor, 68.98% for Analysis, 92.25% for Reconnaissance and 85.42% for DoS attacks. Similarly, with DS2OS dataset, detection rate is upto 99.99% for most of the attack vectors. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.	Anomaly detection; Ensemble learning; Feature selection; Fog computing; Internet of things (IoT); Intrusion detection system	Decision trees; Denial-of-service attack; Digital storage; Fog; Information management; Internet of things; Intrusion detection; Nearest neighbor search; Network security; Business operation; Computing paradigm; Distributed architecture; Internet of Things (IOT); Intrusion Detection Systems; K-nearest neighbors; Malicious activities; Networking infrastructure; Fog computing
Intrusion Detection for Wireless Edge Networks Based on Federated Learning	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097364075&doi=10.1109%2fACCESS.2020.3041793&partnerID=40&md5=cc20866995f3b4d2c276f3889b6cd8e1	Edge computing provides off-load computing and application services close to end-users, greatly reducing cloud pressure and communication overhead. However, wireless edge networks still face the risk of network attacks. To ensure the security of wireless edge networks, we present Federated Learning-based Attention Gated Recurrent Unit (FedAGRU), an intrusion detection algorithm for wireless edge networks. FedAGRU differs from current centralized learning methods by updating universal learning models rather than directly sharing raw data among edge devices and a central server. We also apply the attention mechanism to increase the weight of important devices, by avoiding the upload of unimportant updates to the server, FedAGRU can greatly reduce communication overhead while ensuring learning convergence. Our experimental results show that, compared with other centralized learning algorithms, FedAGRU improves detection accuracy by approximately 8%. In addition, FedAGRU's communication cost is 70% less than other federated learning algorithms, and it exhibits strong robustness against poisoning attacks. © 2013 IEEE.	federated learning; gated recurrent unit; intrusion detection; Wireless edge	Cost reduction; Intrusion detection; Learning systems; Recurrent neural networks; Application services; Attention mechanisms; Communication cost; Communication overheads; Detection accuracy; Intrusion detection algorithms; Learning convergence; Poisoning attacks; Learning algorithms
A Criterion for IDS Deployment on IoT Edge Nodes	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092696430&doi=10.1007%2f978-3-030-58799-4_40&partnerID=40&md5=ddbe4a4a8d96ab942a5ef900392c5db3	Edge computing becomes a strategic concept of IoT. The edge computing market reaches several billion USD and grows intensively. In edge computing paradigm, the data can be processed close to, or at the edge of the network. This way greatly reduces the computation and communication load of the network core. Moreover, processing data near the sources of data also provides better support for the user privacy. However, an increase in the number of data processing locations will proportionately increase the attack surface. Due to limited capacities and resources, an edge node cannot perform too many complex operations. Especially for the applications with high real-time requirements, efficiency becomes a crucial issue in secure data analytics. Therefore, it is important to get a tradeoff between security and efficiency. We focus on this problem in this paper. © 2020, Springer Nature Switzerland AG.	Edge computing; Internet of Things; Intrusion Detection System; Quantitative analysis; Queuing theory	Data Analytics; Edge computing; Efficiency; Network security; Communication load; Complex operations; Computing markets; Computing paradigm; Limited capacity; Real time requirement; Strategic concepts; User privacy; Internet of things
A home intrusion detection system using recycled edge devices and machine learning algorithm	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091034262&doi=10.14569%2fIJACSA.2020.0110804&partnerID=40&md5=9c44f112ccab6adeb4d30fb9030a2822	This paper proposes a home intrusion detection system that makes the best use of a retired smartphone and an existing Wi-Fi access point. On-board sensors in the smartphone mounted on an entrance door records signals upon unwanted door opening. The access point is reconfigured to serve as a home server and thus it can process sensor data to detect unauthorized access to home by an intruder. Recycling devices enables a home owner to build own security system with no cost as well as helps our society deal with millions of retired devices and waste of computing resources in already-deployed IT devices. In order to improve detection accuracy, this paper proposes a detection method that employs a machine learning algorithm and an analysis technique of time series data. To minimize energy consumption on a battery-powered smartphone, the proposed system utilizes as few sensors as possible and offloads all the computation to the home edge server. We develop a prototype and run experiments to evaluate accuracy performance of the proposed system. Results show that it can detect intrusion with probability of 95% to 100%. © 2020, Science and Information Organization.	Edge computing; Internet of things; Intrusion detection; Recycling; Security	
GLIDE: A Game Theory and Data-Driven Mimicking Linkage Intrusion Detection for Edge Computing Networks	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083483283&doi=10.1155%2f2020%2f7136160&partnerID=40&md5=751a1de4371ad8cac71c2bfbb5094cbc	The real-time and high-continuity requirements of the edge computing network gain more and more attention because of its active defence problem, that is, a data-driven complex problem. Due to the dual constraints of the hybrid feature of edge computing networks and the uncertainty of new attack features, implementing active defence measures such as detection, evasion, trap, and control is essential for the security protection of edge computing networks with high real-time and continuity requirements. The basic idea of safe active defence is to make the defence gain more significant than the attack loss. To encounter the new attacks with uncertain features introduced by the ubiquitous transmission network in the edge computing network, this paper investigates the attack behaviour and presents an attack-defence mechanism based on game theory. Based on the idea of dynamic intrusion detection, we utilize the game theory in the field of edge computing network and suggest a data-driven mimicry intrusion detection game model-based technique called GLIDE. The game income of participants and utility computing methods under different deployment strategies are analysed in detail. According to the proof analysis of the Nash equilibrium condition in the model, the contradictory dynamic game relationship is described. Therefore, the optimal deployment strategy of the multiredundancy edge computing terminal intrusion detection service in the edge computing network is obtained by solving the game balance point. The detection probability of the edge computing network for network attacks is improved, and the cost of intrusion detection of the edge computing network is reduced. © 2020 Qianmu Li et al.		Computation theory; Computer crime; Computer games; Edge computing; Intrusion detection; Ubiquitous computing; Continuity requirements; Defence mechanisms; Deployment strategy; Detection probabilities; Optimal deployment; Security protection; Uncertain features; Utility computing; Game theory
Intrusion Detection Protocols in Wireless Sensor Networks Integrated to Internet of Things Deployment: Survey and Future Challenges	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078360889&doi=10.1109%2fACCESS.2019.2962829&partnerID=40&md5=3b490ad5f84d38f82d515938128dacc7	As we all know that the technology is projected to be next to humans very soon because of its holistic growth. Now-a-days, we see a lot of applications that are making our lives comfortable such as smart cars, smart homes, smart traffic management, smart offices, smart medical consultation, smart cities, etc. All such facilities are in the reach of a common man because of the advancement in Information and Communications Technology (ICT). Because of this advancement, new computing and communication environment such as Internet of Things (IoT) came into picture. Lot of research work is in progress in IoT domain which helps for the overall development of the society and makes the lives easy and comfortable. But in the resource constrained environment of Wireless Sensor Network (WSN) and IoT, it is almost inconceivable to establish a fully secure system. As we are moving forward very fast, technology is becoming more and more vulnerable to the security threats. In future, the number of Internet connected people will be less than the smart objects so we need to prepare a robust system for keeping the above mentioned environments safe and standardized it for the smooth conduction of communication among IoT objects. In this survey paper, we provide the details of threat model applicable for the security of WSN and IoT based communications. We also discuss the security requirements and various attacks possible in WSN and IoT based communication environments. The emerging projects of WSNs integrated to IoT are also briefed. We then provide the details of different architectures of WSN and IoT based communication environments. Next, we discuss the current issues and challenges related to WSN and IoT. We also provide a critical literature survey of recent intrusion detection protocols for IoT and WSN environments along with their comparative analysis. A taxonomy of security and privacy-preservation protocols in WSN and IoT is also highlighted. Finally, we discuss some research challenges which need to be addressed in the coming future. © 2019 IEEE.	cloud computing; edge computing; fog computing; Internet of Things (IoT); intrusion detection; security; Wireless sensor network (WSN)	Automation; Cloud computing; Edge computing; Fog computing; Intelligent buildings; Intrusion detection; Network security; Surveys; Wireless sensor networks; Communication environments; Comparative analysis; Information and communications technology; Internet of Things (IOT); Issues and challenges; security; Security and privacy; Security requirements; Internet of things
Edge computing-based intrusion detection system for smart cities development using iot in urban areas	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094165225&doi=10.1007%2f978-3-030-34328-6_14&partnerID=40&md5=eb3dcc57ac355135a1a4537074efafc9	[No abstract available]		
Packet-based intrusion detection using Bayesian topic models in mobile edge computing	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092003421&doi=10.1155%2f2020%2f8860418&partnerID=40&md5=5eca2d1afcacb0015d02c9a0a0113984	In this paper, a network intrusion detection system is proposed using Bayesian topic model latent Dirichlet allocation (LDA) for mobile edge computing (MEC). The method employs tcpdump packets and extracts multiple features from the packet headers. The tcpdump packets are transferred into documents based on the features. A topic model is trained using only attack-free traffic in order to learn the behavior patterns of normal traffic. Then, the test traffic is analyzed against the learned behavior patterns to measure the extent to which the test traffic resembles the normal traffic. A threshold is defined in the training phase as the minimum likelihood of a host. In the test phase, when a host's test traffic has a likelihood lower than the host's threshold, the traffic is labeled as an intrusion. The intrusion detection system is validated using DARPA 1999 dataset. Experiment shows that our method is suitable to protect the security of MEC. © 2020 Xuefei Cao et al.		Computer crime; Edge computing; Statistics; Behavior patterns; Intrusion Detection Systems; Latent dirichlet allocations; Multiple features; Network intrusion detection systems; Packet header; Topic Modeling; Training phase; Intrusion detection
Performance Analysis of Machine Learning Algorithms in Intrusion Detection System: A Review	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086632974&doi=10.1016%2fj.procs.2020.04.133&partnerID=40&md5=0151736dfa4798ef2ee624a2ee1214f6	The rapid growth of technologies not only formulates life easier but also exposes a lot of security issues. With the advancement of the Internet over years, the number of attacks over the Internet has been increased. Intrusion Detection System (IDS) is one of the supportive layers applicable to information security. IDS provide a salubrious environment for business and keeps away from suspicious network activities. Recently, Machine Learning (ML) algorithms are applied in IDS in order to identify and classify the security threats. This paper explores the comparative study of various ML algorithms used in IDS for several applications such as fog computing, Internet of Things (IoT), big data, smart city, and 5G network. In addition, this work also aims for classifying the intrusions using ML algorithms like Linear Discriminant Analysis (LDA), Classification and Regression Trees (CART) and Random Forest. The work was tested with the KDD-CUP dataset and their efficiency was measured and also compared along with the latest researches. © 2020 The Authors. Published by Elsevier B.V.	Accuracy; Classification; Intrusion Detection System(IDS); Machine Learning(ML) Algorithm; Random Forest; Support Vector Machine	5G mobile communication systems; Computer crime; Decision trees; Discriminant analysis; Fog computing; Internet of things; Intrusion detection; Machine learning; Network security; Classification and regression tree; Comparative studies; Internet of Things (IOT); Intrusion Detection Systems; Linear discriminant analysis; Network activities; Performance analysis; Security threats; Learning algorithms
An Intrusion Detection Scheme Based on Repeated Game in Smart Home	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092143132&doi=10.1155%2f2020%2f8844116&partnerID=40&md5=39555f03c4422ce0e972b6274b4f21e3	Smart Home brings a new people-oriented home life experience. However, the edge devices in this system are facing severe threats such as data security and equipment safety. To solve the above problems, this paper proposes an intrusion detection scheme based on repeated game. We first use the K-Nearest Neighbors (KNN) algorithm to classify edge devices and equip the intrusion detection system to cluster heads. Secondly, we use the regret minimization algorithm to determine the mixed strategy Nash equilibrium of the one-order game and then take a severe punishment strategy to domesticate malicious attackers. Thirdly, the intrusion detection system can detect malicious attackers by reduction of payoff. Finally, the detailed experimental results show that the proposed scheme can reduce the loss of attacked intrusion detection system and then achieve the purpose of defending against the attacker. © 2020 Rui Zhang et al.		Ambient intelligence; Automation; Computer crime; Nearest neighbor search; Equipment safety; Intrusion detection scheme; Intrusion Detection Systems; K nearest neighbor (KNN); Mixed strategy; Nash equilibria; Regret minimization; Repeated games; Intrusion detection
Anomaly Detection for Industrial Control System Based on Autoencoder Neural Network	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089770117&doi=10.1155%2f2020%2f8897926&partnerID=40&md5=1c13e80f1ac8171275454359bf0acbaa	As the Industrial Internet of Things (IIoT) develops rapidly, cloud computing and fog computing become effective measures to solve some problems, e.g., limited computing resources and increased network latency. The Industrial Control Systems (ICS) play a key factor within the development of IIoT, whose security affects the whole IIoT. ICS involves many aspects, like water supply systems and electric utilities, which are closely related to people's lives. ICS is connected to the Internet and exposed in the cyberspace instead of isolating with the outside recent years. The risk of being attacked increases as a result. In order to protect these assets, intrusion detection systems (IDS) have drawn much attention. As one kind of intrusion detection, anomaly detection provides the ability to detect unknown attacks compared with signature-based techniques, which are another kind of IDS. In this paper, an anomaly detection method with a composite autoencoder model learning the normal pattern is proposed. Unlike the common autoencoder neural network that predicts or reconstructs data separately, our model makes prediction and reconstruction on input data at the same time, which overcomes the shortcoming of using each one alone. With the error obtained by the model, a change ratio is put forward to locate the most suspicious devices that may be under attack. In the last part, we verify the performance of our method by conducting experiments on the SWaT dataset. The results show that the proposed method exhibits improved performance with 88.5% recall and 87.0% F1-score. © 2020 Chao Wang et al.		Anomaly detection; Control systems; Electric utilities; Fog computing; Intrusion detection; Learning systems; Network security; Neural networks; Water supply; Water supply systems; Anomaly detection methods; Computing resource; Effective measures; Industrial control systems; Intrusion Detection Systems; Model learning; Network latencies; Unknown attacks; Industrial internet of things (IIoT)
An Optimal Packet Assignment Algorithm for Multi-level Network Intrusion Detection Systems	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097605201&doi=10.1007%2f978-3-030-63083-6_23&partnerID=40&md5=123f167c4a2a08a9ec274f61c092ee69	With the outbreaks of recent cyber-attacks, a network intrusion detection system (NIDS) which can detect and classify abnormal traffic data has drawn a lot of attention. Although detection time and accuracy are important factors, there is no work considering both contrastive objectives in an NIDS. In order to quickly and accurately respond to network threats, intrusion detection algorithms should be implemented on both fog and cloud devices, which have different levels of computing capacity and detection time, in a collaborative manner. Therefore, this work proposes a packet assignment algorithm that assigns detection and classification tasks for appropriate processing devices. Specifically, we formulate a novel optimization problem that minimizes detection time while achieving accuracy performance and computational constraints. Then, an optimal packet assignment algorithm that allocates as many packets as possible to fog devices in order to shorten the detection time is proposed. The experimental results on a state-of-the-art network dataset (UNSW-NB15) show that the proposed packet assignment algorithm produces similar performance to the optimal solution with regard to the detection time and accuracy. © 2020, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.	Internet of things; Network intrusion detection; Packet assignment	Computer crime; Intelligent systems; Network security; Packet networks; Assignment algorithms; Classification tasks; Computational constraints; Computing capacity; Intrusion detection algorithms; Multi-level networks; Network intrusion detection systems; Optimization problems; Intrusion detection
Design and analysis of efficient neural intrusion detection for wireless sensor networks	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097592354&doi=10.1002%2fcpe.6152&partnerID=40&md5=638e975172c86c9e2e98996d9624cb32	Wireless sensor networks (WSNs) are important building blocks of the communication infrastructure in smart cities, intelligent transportation systems, Industry, Energy, and Agriculture 4.0, the Internet of Things, and other areas quickly adopting the concepts of fog and edge computing. Their cybernetic security is a major issue and efficient methods to improve their safety and reliability are required. Intrusion detection systems (IDSs) are complex systems that discover cybernetic attacks, detect malicious network traffic, and, in general, protect computer systems. Artificial neural networks are used by a variety of advanced intrusion detection systems with outstanding results. Their successful use in the specific conditions of WSNs requires efficient learning, adaptation, and inference. In this work, the acceleration of a neural intrusion detection model, developed specifically for wireless sensor networks, is proposed and studied, especially from the learning and classification accuracy and energy consumption points of view. © 2020 John Wiley & Sons, Ltd.	acceleration; artificial neural networks; GPUs; intrusion detection; wireless sensor networks	Agricultural robots; Computer crime; Energy utilization; Intelligent systems; Intrusion detection; Network security; Neural networks; Classification accuracy; Communication infrastructure; Cybernetic attacks; Design and analysis; Intelligent transportation systems; Intrusion detection models; Intrusion Detection Systems; Wireless sensor network (WSNs); Wireless sensor networks
Machine Learning-Based Intrusion Detection System for Smart City	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076866836&doi=10.1007%2f978-981-13-9341-9_70&partnerID=40&md5=54e6f96bff3b95a13e07e8802c5a43e6	Nowadays, the cloud computing-based Internet of Things (IoT) environment suffers from problems such as rapidly increasing data traffic volume, heterogeneity and latency. One of the typical methods to solve these problems is to utilize Fog or Edge Computing, which distributes storage and computing power concentrated in a cloud computing environment through a distributed model. However, in order to compensate for the disadvantages of this distributed network, Mist Computing has emerged as the network model closest to Internet of Things. But, there are thousands of zero-day attacks in the Internet environment of things that communicate by various protocols. Most of these attacks are small variants of previously known attacks. To effectively prevent such attacks, intrusion detection systems in the environment should be more intelligent. In this paper, in order to solve these problems, we propose an artificial intelligence-based intrusion detection system to effectively protect new or continuously changing attacks to IoT in a mist computing environment. © 2020, Springer Nature Singapore Pte Ltd.	Artificial intelligence; Intrusion detection; IoT; Mist computing	Artificial intelligence; Cloud computing; Computer crime; Digital storage; Intrusion detection; Machine learning; Smart city; Ubiquitous computing; Cloud computing environments; Computing environments; Distributed modeling; Distributed networks; Internet environment; Internet of Things (IOT); Intrusion Detection Systems; Network modeling; Internet of things
Quantum identity authentication protocol based on three-photon quantum error avoidance code in edge computing	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082972173&doi=10.1002%2fett.3945&partnerID=40&md5=10b395da6eeb46829bf3c9af1290168c	Information security protection is always one of very significant and fundamental issues in edge computing, generally including cryptography, authentication, intrusion detection, privacy protection, and other technologies, and so forth. Quantum authentication is one of the latest extensions of authentication technology in quantum field. So far, most of the quantum identity authentication protocols proposed are based on noise-free environments. However, due to the existence of quantum noise in quantum channels is inevitable, the noise immunity is very important to quantum identity authentication. In this article, a novel quantum identity authentication protocol based on three-photon error avoidance code is proposed. In this protocol, quantum information is encoded on the noiseless subsystem, so the protocol can effectively resist on the interference of noise in the quantum channel to information transmission. The comprehensive analysis of antinoise performance and the security analysis on various eavesdropping attacks shows that the new protocol proposed in this article has not only good antinoise performance but also good security. © 2020 John Wiley & Sons, Ltd.		Codes (symbols); Communication channels (information theory); Edge computing; Intrusion detection; Photons; Quantum channel; Quantum entanglement; Quantum noise; Quantum optics; Security systems; Antinoise performance; Authentication technology; Comprehensive analysis; Eavesdropping attacks; Information transmission; Noise-free environments; Quantum authentication; Quantum identity authentication; Authentication
